Unnamed: 0,Key,Category,QuestionNumber,matchOrnomatch,Difficulty,verdict,ResponseTime,routineStart,routineStamp,routineEnd,Cat2FeedbackTime
28,3Item5,3,Item5,match,Easy,CORRECT,4.296780000033323,1676463250.4041462,2023-02-15 17:44:10,1676463254.7009263,0.7162479999824427
29,3Item12,3,Item12,match,Medium,CORRECT,4.021118300035596,1676463254.7140918,2023-02-15 17:44:14,1676463258.7352102,0.7162479999824427
30,3Item6,3,Item6,match,Easy,CORRECT,3.03004649997456,1676463258.752574,2023-02-15 17:44:18,1676463261.7826204,0.7162479999824427
31,3Item8,3,Item8,nomatch,Medium,CORRECT,9.408941100002266,1676463261.8028257,2023-02-15 17:44:21,1676463271.2117667,0.7162479999824427
32,3Item7,3,Item7,match,Medium,CORRECT,6.296765899984166,1676463271.2380362,2023-02-15 17:44:31,1676463277.534802,0.7162479999824427
33,3Item9,3,Item9,nomatch,Medium,CORRECT,10.054493699979504,1676463277.5516722,2023-02-15 17:44:37,1676463287.606166,0.7162479999824427
34,3Item17,3,Item17,match,Difficult,INCORRECT,8.74855340004433,1676463287.619804,2023-02-15 17:44:47,1676463296.3683574,0.7162479999824427
35,3Item19,3,Item19,nomatch,Difficult,CORRECT,19.173947600007523,1676463296.3855462,2023-02-15 17:44:56,1676463315.5594938,0.7162479999824427
36,3Item11,3,Item11,match,Medium,INCORRECT,6.798567400022876,1676463315.5828948,2023-02-15 17:45:15,1676463322.381462,0.7162479999824427
37,3Item4,3,Item4,match,Easy,CORRECT,5.16693830001168,1676463322.4058957,2023-02-15 17:45:22,1676463327.572834,0.7162479999824427
38,3Item13,3,Item13,match,Difficult,CORRECT,2.598144499992486,1676463327.596681,2023-02-15 17:45:27,1676463330.1948256,0.7162479999824427
39,3Item10,3,Item10,match,Medium,CORRECT,3.92624609998893,1676463330.219196,2023-02-15 17:45:30,1676463334.1454422,0.7162479999824427
40,3Item14,3,Item14,match,Difficult,CORRECT,3.2624294999986887,1676463334.163634,2023-02-15 17:45:34,1676463337.4260635,0.7162479999824427
41,3Item3,3,Item3,match,Easy,CORRECT,3.645091100013815,1676463337.446326,2023-02-15 17:45:37,1676463341.091417,0.7162479999824427
42,3Item20,3,Item20,match,Difficult,INCORRECT,8.16817550000269,1676463341.1119545,2023-02-15 17:45:41,1676463349.28013,0.7162479999824427
43,3Item18,3,Item18,nomatch,Difficult,CORRECT,6.188284900039434,1676463349.3048043,2023-02-15 17:45:49,1676463355.4930892,0.7162479999824427
0,1spl1,1,spl1,match,Easy,CORRECT,33.32718810000006,1679142861.4015138,2023-03-18 18:04:21,1679142894.7287018,1.065780699998868
1,1Item1,1,Item1,match,Easy,CORRECT,37.45027209999898,1679142921.4616292,2023-03-18 18:05:21,1679142958.9119012,1.065780699998868
2,1Item2,1,Item2,match,Easy,CORRECT,37.4167746000021,1679142958.9353974,2023-03-18 18:05:58,1679142996.352172,1.065780699998868
3,1Item3,1,Item3,match,Easy,CORRECT,76.93097950000083,1679142996.3653924,2023-03-18 18:06:36,1679143073.296372,1.065780699998868
4,1Item4,1,Item4,match,Medium,CORRECT,45.3686549999984,1679143073.3244908,2023-03-18 18:07:53,1679143118.6931458,1.065780699998868
5,1Item5,1,Item5,nomatch,Medium,SKIP,62.45291329999964,1679143118.714198,2023-03-18 18:08:38,1679143181.1671114,1.065780699998868
6,1Item6,1,Item6,match,Medium,INCORRECT,29.19613039999967,1679143181.1915667,2023-03-18 18:09:41,1679143210.3876972,1.065780699998868
7,1Item7,1,Item7,match,Easy,CORRECT,11.0,1679143210.3876972,2023-03-18 08:40:10,1679143221.3876972,1.065780699998868
8,2spl1,2,spl1,match,Easy,CORRECT,8.451337599999533,1679143333.3479798,2023-03-18 18:12:13,1679143341.7993174,1.065780699998868
9,2spl2,2,spl2,nomatch,Easy,INCORRECT,20.07755960000213,1679143344.2376616,2023-03-18 18:12:24,1679143364.3152213,1.065780699998868
10,2Item1,2,Item1,match,Easy,CORRECT,25.9216751999993,1679143367.2317872,2023-03-18 18:12:47,1679143393.1534624,1.9251330999977647
11,2Item2,2,Item2,match,Easy,CORRECT,18.832838599999377,1679143395.1101675,2023-03-18 18:13:15,1679143413.943006,1.421576400000049
12,2Item3,2,Item3,match,Easy,CORRECT,24.635083200002555,1679143415.3979032,2023-03-18 18:13:35,1679143440.0329864,1.5053292000011425
13,2Item4,2,Item4,nomatch,Medium,CORRECT,53.456517300001,1679143441.5700872,2023-03-18 18:14:01,1679143495.0266044,1.1653021999991324
14,2Item5,2,Item5,match,Medium,CORRECT,43.61073510000279,1679143496.221522,2023-03-18 18:14:56,1679143539.8322573,1.065780699998868
15,2Item6,2,Item6,match,Medium,CORRECT,30.9132740999994,1679143540.9257956,2023-03-18 18:15:40,1679143571.8390696,1.1882031000022837
16,2Item7,2,Item7,match,Difficult,CORRECT,48.53114700000151,1679143573.05939,2023-03-18 18:16:13,1679143621.590537,1.1473920999997065
17,2Item8,2,Item8,nomatch,Difficult,INCORRECT,27.88521430000037,1679143622.767976,2023-03-18 18:17:02,1679143650.6531904,1.4975260999999591
18,2Item9,2,Item9,nomatch,Difficult,INCORRECT,9.145642799998312,1679143652.185646,2023-03-18 18:17:32,1679143661.3312888,1.2717928999991273
19,2Item10,2,Item10,match,Easy,CORRECT,17.0,1679143662.6030817,2023-03-18 08:47:42,1679143679.6030817,1.065780699998868
0,1spl1,1,spl1,match,Easy,INCORRECT,15.653868099999954,1675687951.241504,2023-06-02 18:22:31,1675687966.8953722,1.337883199999851
1,1spl2,1,spl2,nomatch,Easy,INCORRECT,25.294909800000028,1675687967.0200615,2023-06-02 18:22:47,1675687992.3149712,1.337883199999851
2,1Item1,1,Item1,match,Easy,CORRECT,4.954921099999979,1675687992.3497176,2023-06-02 18:23:12,1675687997.3046386,1.337883199999851
3,1Item2,1,Item2,match,Easy,INCORRECT,5.961164800000006,1675687997.3247857,2023-06-02 18:23:17,1675688003.2859504,1.337883199999851
4,1Item3,1,Item3,match,Easy,CORRECT,18.477271400000063,1675688003.3036892,2023-06-02 18:23:23,1675688021.7809606,1.337883199999851
5,1Item4,1,Item4,match,Medium,CORRECT,14.02146300000004,1675688021.8075042,2023-06-02 18:23:41,1675688035.828967,1.337883199999851
6,1Item5,1,Item5,nomatch,Medium,CORRECT,15.369667899999968,1675688035.8542542,2023-06-02 18:23:55,1675688051.2239225,1.337883199999851
7,1Item6,1,Item6,match,Medium,CORRECT,16.42278840000006,1675688051.2514443,2023-06-02 18:24:11,1675688067.6742327,1.337883199999851
8,1Item7,1,Item7,match,Difficult,CORRECT,10.102128300000004,1675688067.7027037,2023-06-02 18:24:27,1675688077.804832,1.337883199999851
9,1Item8,1,Item8,nomatch,Difficult,INCORRECT,11.180641000000035,1675688077.826126,2023-06-02 18:24:37,1675688089.006767,1.337883199999851
10,1Item9,1,Item9,match,Difficult,INCORRECT,13.177893899999958,1675688089.0319023,2023-06-02 18:24:49,1675688102.2097962,1.337883199999851
11,1Item10,1,Item10,nomatch,Difficult,CORRECT,25.85672480000005,1675688102.234707,2023-06-02 18:25:02,1675688128.091432,1.337883199999851
12,2spl1,2,spl1,match,Easy,CORRECT,15.1046895999998,1675688274.034377,2023-06-02 18:27:54,1675688289.1390667,1.337883199999851
13,2spl2,2,spl2,nomatch,Easy,INCORRECT,20.153525899999977,1675688291.7318387,2023-06-02 18:28:11,1675688311.8853643,1.337883199999851
14,2Item1,2,Item1,match,Easy,CORRECT,12.443402200000037,1675688315.5225754,2023-06-02 18:28:35,1675688327.9659777,1.7335370000000694
15,2Item2,2,Item2,match,Easy,CORRECT,9.701148699999976,1675688329.736274,2023-06-02 18:28:49,1675688339.4374228,1.606156499999997
16,2Item3,2,Item3,match,Easy,CORRECT,14.770492699999975,1675688341.0848513,2023-06-02 18:29:01,1675688355.855344,1.3740096999999878
17,2Item4,2,Item4,nomatch,Medium,CORRECT,22.14395839999997,1675688357.2687511,2023-06-02 18:29:17,1675688379.4127097,1.888756899999862
18,2Item5,2,Item5,match,Medium,CORRECT,15.924407699999849,1675688381.3461962,2023-06-02 18:29:41,1675688397.270604,1.690450300000066
19,2Item6,2,Item6,match,Medium,CORRECT,13.635534600000028,1675688398.9949994,2023-06-02 18:29:58,1675688412.630534,1.5090488000000732
20,2Item7,2,Item7,match,Difficult,CORRECT,30.27041340000005,1675688414.1708407,2023-06-02 18:30:14,1675688444.441254,1.337883199999851
21,2Item8,2,Item8,nomatch,Difficult,INCORRECT,20.27645460000008,1675688445.8244364,2023-06-02 18:30:45,1675688466.100891,2.788218200000074
22,2Item9,2,Item9,nomatch,Difficult,CORRECT,16.401468899999827,1675688468.932551,2023-06-02 18:31:08,1675688485.33402,1.8000879999999595
23,2Item10,2,Item10,match,Difficult,CORRECT,19.500648500000125,1675688487.175622,2023-06-02 18:31:27,1675688506.6762705,1.60318929999994
24,3spl1,3,spl1,match,Easy,CORRECT,9.64705140000001,1675688611.2872038,2023-06-02 18:33:31,1675688620.9342551,1.337883199999851
25,3Item15,3,Item15,nomatch,Difficult,CORRECT,20.45881320000012,1675688623.3518934,2023-06-02 18:33:43,1675688643.8107066,1.337883199999851
26,3Item2,3,Item2,match,Easy,CORRECT,6.611571700000013,1675688643.836125,2023-06-02 18:34:03,1675688650.4476967,1.337883199999851
27,3Item5,3,Item5,match,Easy,CORRECT,6.266509899999846,1675688650.4719455,2023-06-02 18:34:10,1675688656.7384555,1.337883199999851
28,3Item12,3,Item12,match,Medium,INCORRECT,8.903063999999858,1675688656.7639475,2023-06-02 18:34:16,1675688665.6670115,1.337883199999851
29,3Item6,3,Item6,match,Easy,CORRECT,7.9256891,1675688665.6897504,2023-06-02 18:34:25,1675688673.6154394,1.337883199999851
30,3Item8,3,Item8,nomatch,Medium,INCORRECT,17.032920800000056,1675688673.6396704,2023-06-02 18:34:33,1675688690.6725912,1.337883199999851
31,3Item7,3,Item7,match,Medium,CORRECT,9.171771100000116,1675688690.696323,2023-06-02 18:34:50,1675688699.868094,1.337883199999851
32,3Item9,3,Item9,nomatch,Medium,INCORRECT,22.19234530000017,1675688699.8835227,2023-06-02 18:34:59,1675688722.075868,1.337883199999851
33,3Item17,3,Item17,match,Difficult,INCORRECT,17.07680839999989,1675688722.100571,2023-06-02 18:35:22,1675688739.1773794,1.337883199999851
34,3Item19,3,Item19,match,Easy,CORRECT,4.0,1675688739.1773794,2023-06-02 08:05:39,1675688743.1773794,1.337883199999851
0,1spl1,1,spl1,match,Easy,CORRECT,6.1610966000007465,1675427315.8100936,2023-03-02 17:58:35,1675427321.9711902,0.7418818000005558
1,1spl2,1,spl2,nomatch,Easy,CORRECT,5.233336800010875,1675427322.1254022,2023-03-02 17:58:42,1675427327.358739,0.7418818000005558
2,1Item1,1,Item1,match,Easy,CORRECT,6.536476199980825,1675427327.3804164,2023-03-02 17:58:47,1675427333.9168923,0.7418818000005558
3,1Item2,1,Item2,match,Easy,CORRECT,6.992712100007338,1675427333.9550924,2023-03-02 17:58:53,1675427340.9478045,0.7418818000005558
4,1Item3,1,Item3,match,Easy,CORRECT,8.11765669999295,1675427340.9781754,2023-03-02 17:59:00,1675427349.095832,0.7418818000005558
5,1Item4,1,Item4,match,Medium,CORRECT,11.619857000012416,1675427349.1231534,2023-03-02 17:59:09,1675427360.7430103,0.7418818000005558
6,1Item5,1,Item5,nomatch,Medium,INCORRECT,3.665781299991068,1675427360.7821474,2023-03-02 17:59:20,1675427364.447929,0.7418818000005558
7,1Item6,1,Item6,match,Medium,CORRECT,10.3181374000269,1675427364.4811068,2023-03-02 17:59:24,1675427374.7992442,0.7418818000005558
8,1Item7,1,Item7,match,Difficult,CORRECT,5.364297699998133,1675427374.830606,2023-03-02 17:59:34,1675427380.1949036,0.7418818000005558
9,1Item8,1,Item8,nomatch,Difficult,INCORRECT,5.245461199985584,1675427380.216182,2023-03-02 17:59:40,1675427385.4616432,0.7418818000005558
10,1Item9,1,Item9,match,Difficult,SKIP,6.652127699984703,1675427385.4743836,2023-03-02 17:59:45,1675427392.126511,0.7418818000005558
11,1Item10,1,Item10,nomatch,Difficult,CORRECT,19.6953270000231,1675427392.1539097,2023-03-02 17:59:52,1675427411.8492367,0.7418818000005558
12,2spl1,2,spl1,match,Easy,CORRECT,4.859529400011525,1675427472.1074016,2023-03-02 18:01:12,1675427476.966931,0.7418818000005558
13,2spl2,2,spl2,nomatch,Easy,CORRECT,9.328269899997396,1675427479.675053,2023-03-02 18:01:19,1675427489.0033228,0.7418818000005558
14,2Item1,2,Item1,match,Easy,CORRECT,2.755956499982858,1675427489.9863117,2023-03-02 18:01:29,1675427492.742268,0.894842100009555
15,2Item2,2,Item2,match,Easy,CORRECT,3.23271380001097,1675427493.6871743,2023-03-02 18:01:33,1675427496.919888,0.9339919999765698
16,2Item3,2,Item3,match,Easy,CORRECT,5.113457500003278,1675427497.892554,2023-03-02 18:01:37,1675427503.0060115,0.7495416000019759
17,2Item4,2,Item4,nomatch,Medium,INCORRECT,6.305646199994953,1675427503.7938917,2023-03-02 18:01:43,1675427510.0995378,1.3177490000089165
18,2Item5,2,Item5,match,Medium,CORRECT,4.518718800012721,1675427511.4658532,2023-03-02 18:01:51,1675427515.984572,0.767945499974303
19,2Item6,2,Item6,match,Medium,CORRECT,7.889346200012369,1675427516.7908683,2023-03-02 18:01:56,1675427524.6802144,0.7418818000005558
20,2Item7,2,Item7,match,Difficult,CORRECT,4.918397800007369,1675427525.4696426,2023-03-02 18:02:05,1675427530.3880403,0.7491092999989633
21,2Item8,2,Item8,nomatch,Difficult,INCORRECT,5.241585300012957,1675427531.1744044,2023-03-02 18:02:11,1675427536.4159896,1.3264679000130857
22,2Item9,2,Item9,nomatch,Difficult,CORRECT,4.958712599996943,1675427537.7814996,2023-03-02 18:02:17,1675427542.7402122,0.7716331999981776
23,2Item10,2,Item10,match,Difficult,INCORRECT,9.215710699994816,1675427543.554785,2023-03-02 18:02:23,1675427552.7704957,1.3916655000066385
24,3spl1,3,spl1,match,Easy,CORRECT,4.232676200015703,1675427600.6209557,2023-03-02 18:03:20,1675427604.853632,0.7418818000005558
25,3spl2,3,spl2,nomatch,Easy,CORRECT,3.340012500004377,1675427604.8716216,2023-03-02 18:03:24,1675427608.2116342,0.7418818000005558
26,3Item15,3,Item15,nomatch,Difficult,CORRECT,4.643335900007514,1675427608.2340996,2023-03-02 18:03:28,1675427612.8774354,0.7418818000005558
27,3Item2,3,Item2,match,Easy,CORRECT,3.2744834999903105,1675427612.9047277,2023-03-02 18:03:32,1675427616.1792111,0.7418818000005558
28,3Item5,3,Item5,match,Easy,INCORRECT,10.509596599993529,1675427616.2124383,2023-03-02 18:03:36,1675427626.722035,0.7418818000005558
29,3Item12,3,Item12,match,Medium,SKIP,5.833983899996383,1675427626.7514956,2023-03-02 18:03:46,1675427632.5854795,0.7418818000005558
30,3Item6,3,Item6,match,Easy,CORRECT,4.984335899993312,1675427632.6154478,2023-03-02 18:03:52,1675427637.5997837,0.7418818000005558
31,3Item8,3,Item8,nomatch,Medium,INCORRECT,11.750849800009746,1675427637.6290362,2023-03-02 18:03:57,1675427649.379886,0.7418818000005558
32,3Item7,3,Item7,match,Medium,CORRECT,8.016479400015669,1675427649.4098692,2023-03-02 18:04:09,1675427657.4263487,0.7418818000005558
33,3Item9,3,Item9,nomatch,Medium,CORRECT,6.7274138999928255,1675427657.4515965,2023-03-02 18:04:17,1675427664.1790104,0.7418818000005558
34,3Item17,3,Item17,match,Difficult,INCORRECT,9.657205800001975,1675427664.1975553,2023-03-02 18:04:24,1675427673.8547611,0.7418818000005558
35,3Item19,3,Item19,nomatch,Difficult,CORRECT,23.23406009998871,1675427673.8904278,2023-03-02 18:04:33,1675427697.124488,0.7418818000005558
36,3Item11,3,Item11,match,Medium,INCORRECT,4.499430199997732,1675427697.1485,2023-03-02 18:04:57,1675427701.64793,0.7418818000005558
37,3Item4,3,Item4,match,Easy,CORRECT,4.7640402000106405,1675427701.6763258,2023-03-02 18:05:01,1675427706.440366,0.7418818000005558
38,3Item13,3,Item13,match,Difficult,CORRECT,3.837049399997341,1675427706.4752257,2023-03-02 18:05:06,1675427710.3122752,0.7418818000005558
39,3Item10,3,Item10,match,Medium,CORRECT,5.211053700011689,1675427710.333346,2023-03-02 18:05:10,1675427715.5443995,0.7418818000005558
40,3Item14,3,Item14,match,Difficult,CORRECT,8.720371100003831,1675427715.5740187,2023-03-02 18:05:15,1675427724.2943895,0.7418818000005558
41,3Item3,3,Item3,match,Easy,CORRECT,5.0,1675427724.2943895,2023-03-02 07:35:24,1675427729.2943895,0.7418818000005558
0,1spl1,1,spl1,match,Easy,CORRECT,8.753879299969412,1676374882.7142882,2023-02-14 17:11:22,1676374891.4681675,0.7984872999950312
1,1spl2,1,spl2,nomatch,Easy,CORRECT,14.718186700018125,1676374891.5685034,2023-02-14 17:11:31,1676374906.28669,0.7984872999950312
2,1Item1,1,Item1,match,Easy,CORRECT,7.076143399986904,1676374906.3162086,2023-02-14 17:11:46,1676374913.392352,0.7984872999950312
3,1Item2,1,Item2,match,Easy,CORRECT,19.75238260003971,1676374913.4125233,2023-02-14 17:11:53,1676374933.1649058,0.7984872999950312
4,1Item3,1,Item3,match,Easy,CORRECT,13.685846099979244,1676374933.1906595,2023-02-14 17:12:13,1676374946.8765056,0.7984872999950312
5,1Item4,1,Item4,match,Medium,CORRECT,13.40219779999461,1676374946.9027524,2023-02-14 17:12:26,1676374960.3049502,0.7984872999950312
6,1Item5,1,Item5,nomatch,Medium,CORRECT,19.521734300011303,1676374960.3329856,2023-02-14 17:12:40,1676374979.85472,0.7984872999950312
7,1Item6,1,Item6,match,Medium,CORRECT,21.16968370001996,1676374979.8823752,2023-02-14 17:12:59,1676375001.052059,0.7984872999950312
8,1Item7,1,Item7,match,Difficult,CORRECT,25.056495399971027,1676375001.0720506,2023-02-14 17:13:21,1676375026.128546,0.7984872999950312
9,1Item8,1,Item8,nomatch,Difficult,INCORRECT,74.2750931000337,1676375026.1530335,2023-02-14 17:13:46,1676375100.4281266,0.7984872999950312
10,1Item9,1,Item9,match,Difficult,INCORRECT,48.68038099998376,1676375100.4518664,2023-02-14 17:15:00,1676375149.1322474,0.7984872999950312
11,1Item10,1,Item10,nomatch,Difficult,CORRECT,32.770513299969025,1676375149.1574447,2023-02-14 17:15:49,1676375181.927958,0.7984872999950312
12,2spl1,2,spl1,match,Easy,CORRECT,7.77571319998242,1676375270.124789,2023-02-14 17:17:50,1676375277.9005022,0.7984872999950312
13,2spl2,2,spl2,nomatch,Easy,CORRECT,6.114223800017498,1676375282.3687692,2023-02-14 17:18:02,1676375288.482993,0.7984872999950312
14,2Item1,2,Item1,match,Easy,CORRECT,11.834708699956536,1676375290.534261,2023-02-14 17:18:10,1676375302.3689697,1.6824366000364537
15,2Item2,2,Item2,match,Easy,CORRECT,6.848870399990119,1676375304.0911973,2023-02-14 17:18:24,1676375310.9400678,0.9667530999868176
16,2Item3,2,Item3,match,Easy,CORRECT,5.248583399981726,1676375311.9379015,2023-02-14 17:18:31,1676375317.1864848,1.00000070000533
17,2Item4,2,Item4,nomatch,Medium,CORRECT,31.64866240002448,1676375318.2257836,2023-02-14 17:18:38,1676375349.874446,1.0952844000421464
18,2Item5,2,Item5,match,Medium,CORRECT,14.843291500001214,1676375351.0076134,2023-02-14 17:19:11,1676375365.850905,0.9835106999962592
19,2Item6,2,Item6,match,Medium,CORRECT,18.93269899999723,1676375366.868271,2023-02-14 17:19:26,1676375385.80097,1.2013124999939464
20,2Item7,2,Item7,match,Difficult,CORRECT,36.17543889995432,1676375387.0361729,2023-02-14 17:19:47,1676375423.2116115,0.7984872999950312
21,2Item8,2,Item8,nomatch,Difficult,CORRECT,64.89028940000571,1676375424.0434155,2023-02-14 17:20:24,1676375488.9337049,0.9719829999958164
22,2Item9,2,Item9,nomatch,Difficult,INCORRECT,33.09550619998481,1676375489.9469378,2023-02-14 17:21:29,1676375523.042444,1.3863534000120126
23,2Item10,2,Item10,match,Difficult,INCORRECT,61.87996230000863,1676375524.4615674,2023-02-14 17:22:04,1676375586.3415296,1.0010811000247486
24,3spl1,3,spl1,match,Easy,CORRECT,4.542018599982839,1676375671.195753,2023-02-14 17:24:31,1676375675.7377715,0.7984872999950312
25,3Item15,3,Item15,nomatch,Difficult,CORRECT,13.91254339995794,1676375683.258477,2023-02-14 17:24:43,1676375697.1710205,0.7984872999950312
26,3Item2,3,Item2,match,Easy,CORRECT,5.759120599948801,1676375697.1950116,2023-02-14 17:24:57,1676375702.9541323,0.7984872999950312
27,3Item5,3,Item5,match,Easy,CORRECT,4.468131400004495,1676375702.9816177,2023-02-14 17:25:02,1676375707.449749,0.7984872999950312
28,3Item12,3,Item12,match,Medium,INCORRECT,12.885532499989496,1676375707.465301,2023-02-14 17:25:07,1676375720.3508337,0.7984872999950312
29,3Item6,3,Item6,match,Easy,CORRECT,6.556124099995941,1676375720.3686593,2023-02-14 17:25:20,1676375726.9247837,0.7984872999950312
30,3Item8,3,Item8,nomatch,Medium,CORRECT,10.204436999978498,1676375726.9484477,2023-02-14 17:25:26,1676375737.1528847,0.7984872999950312
31,3Item7,3,Item7,match,Medium,CORRECT,6.1296012999955565,1676375737.171476,2023-02-14 17:25:37,1676375743.3010771,0.7984872999950312
32,3Item9,3,Item9,nomatch,Medium,INCORRECT,15.968929199967532,1676375743.3250794,2023-02-14 17:25:43,1676375759.2940087,0.7984872999950312
33,3Item17,3,Item17,match,Difficult,INCORRECT,10.554283100005703,1676375759.3183746,2023-02-14 17:25:59,1676375769.8726578,0.7984872999950312
34,3Item19,3,Item19,nomatch,Difficult,CORRECT,15.00098650000291,1676375769.8906732,2023-02-14 17:26:09,1676375784.8916595,0.7984872999950312
35,3Item11,3,Item11,match,Medium,INCORRECT,13.793000200006643,1676375784.9110346,2023-02-14 17:26:24,1676375798.7040348,0.7984872999950312
36,3Item4,3,Item4,match,Easy,CORRECT,3.46069889998762,1676375798.7249706,2023-02-14 17:26:38,1676375802.1856694,0.7984872999950312
37,3Item13,3,Item13,match,Easy,CORRECT,2.0,1676375802.1856694,2023-02-14 06:56:42,1676375804.1856694,0.7984872999950312
0,1spl1,1,spl1,match,Easy,CORRECT,20.10633249999956,1677153274.5458398,2023-02-23 17:24:34,1677153294.6521723,1.0798860999930184
1,1spl2,1,spl2,nomatch,Easy,INCORRECT,9.3007351999986,1677153294.8014154,2023-02-23 17:24:54,1677153304.102151,1.0798860999930184
2,1Item1,1,Item1,match,Easy,CORRECT,24.5595755000104,1677153304.1314905,2023-02-23 17:25:04,1677153328.691066,1.0798860999930184
3,1Item2,1,Item2,match,Easy,INCORRECT,37.68451190000633,1677153328.7170148,2023-02-23 17:25:28,1677153366.4015267,1.0798860999930184
4,1Item3,1,Item3,match,Easy,CORRECT,16.037484899992705,1677153366.424379,2023-02-23 17:26:06,1677153382.461864,1.0798860999930184
5,1Item4,1,Item4,match,Medium,INCORRECT,8.273823800001992,1677153382.4830294,2023-02-23 17:26:22,1677153390.756853,1.0798860999930184
6,1Item5,1,Item5,nomatch,Medium,INCORRECT,22.231086400002823,1677153390.783541,2023-02-23 17:26:30,1677153413.0146277,1.0798860999930184
7,1Item6,1,Item6,match,Medium,CORRECT,22.620533900000737,1677153413.036122,2023-02-23 17:26:53,1677153435.656656,1.0798860999930184
8,1Item7,1,Item7,match,Difficult,CORRECT,23.204860699988785,1677153435.6804788,2023-02-23 17:27:15,1677153458.8853395,1.0798860999930184
9,1Item8,1,Item8,nomatch,Difficult,INCORRECT,15.09496930000023,1677153458.9028132,2023-02-23 17:27:38,1677153473.9977825,1.0798860999930184
10,1Item9,1,Item9,match,Difficult,INCORRECT,27.289065699995263,1677153474.022629,2023-02-23 17:27:54,1677153501.3116946,1.0798860999930184
11,1Item10,1,Item10,nomatch,Difficult,INCORRECT,16.668657600006554,1677153501.330895,2023-02-23 17:28:21,1677153517.9995525,1.0798860999930184
12,2spl1,2,spl1,match,Easy,CORRECT,7.374383299989859,1677153682.3971677,2023-02-23 17:31:22,1677153689.771551,1.0798860999930184
13,2spl2,2,spl2,nomatch,Easy,INCORRECT,16.990788399998564,1677153691.8263102,2023-02-23 17:31:31,1677153708.8170986,1.0798860999930184
14,2Item1,2,Item1,match,Easy,CORRECT,9.856123699995806,1677153718.2014968,2023-02-23 17:31:58,1677153728.0576203,1.47267400000419
15,2Item2,2,Item2,match,Easy,CORRECT,11.304585399993812,1677153729.5725214,2023-02-23 17:32:09,1677153740.877107,1.2866518999944674
16,2Item3,2,Item3,match,Easy,CORRECT,21.224990800008527,1677153742.200021,2023-02-23 17:32:22,1677153763.425012,1.16312920000928
17,2Item4,2,Item4,nomatch,Medium,INCORRECT,11.343327399998088,1677153764.6184616,2023-02-23 17:32:44,1677153775.961789,1.5004461000062292
18,2Item5,2,Item5,match,Medium,CORRECT,24.3771890999924,1677153777.5006306,2023-02-23 17:32:57,1677153801.8778198,1.089111299996148
19,2Item6,2,Item6,match,Medium,INCORRECT,12.538339599996108,1677153803.0015776,2023-02-23 17:33:23,1677153815.5399172,1.0798860999930184
20,2Item7,2,Item7,match,Difficult,CORRECT,47.88996980000229,1677153816.6524687,2023-02-23 17:33:36,1677153864.5424385,2.048546099991654
21,2Item8,2,Item8,nomatch,Difficult,INCORRECT,25.94556310000189,1677153866.626016,2023-02-23 17:34:26,1677153892.571579,1.332204599995748
22,2Item9,2,Item9,nomatch,Difficult,INCORRECT,4.685091699997429,1677153893.9444263,2023-02-23 17:34:53,1677153898.629518,1.595959500002209
23,2Item10,2,Item10,match,Difficult,INCORRECT,6.110734199988656,1677153900.258005,2023-02-23 17:35:00,1677153906.3687391,1.3261392999993404
24,3spl1,3,spl1,match,Easy,CORRECT,4.733223200004431,1677154000.1990917,2023-02-23 17:36:40,1677154004.9323149,1.0798860999930184
25,3spl2,3,spl2,nomatch,Easy,INCORRECT,2.8657500999979675,1677154004.954773,2023-02-23 17:36:44,1677154007.820523,1.0798860999930184
26,3Item15,3,Item15,nomatch,Difficult,INCORRECT,6.171088699993561,1677154007.8494737,2023-02-23 17:36:47,1677154014.0205624,1.0798860999930184
27,3Item2,3,Item2,match,Easy,CORRECT,9.096554599993397,1677154014.0380912,2023-02-23 17:36:54,1677154023.1346457,1.0798860999930184
28,3Item5,3,Item5,match,Easy,INCORRECT,5.495223399993847,1677154023.1702533,2023-02-23 17:37:03,1677154028.6654766,1.0798860999930184
29,3Item12,3,Item12,match,Medium,INCORRECT,15.20794510000269,1677154028.689991,2023-02-23 17:37:08,1677154043.897936,1.0798860999930184
30,3Item6,3,Item6,match,Easy,INCORRECT,8.163965799991274,1677154043.9248376,2023-02-23 17:37:23,1677154052.0888033,1.0798860999930184
31,3Item8,3,Item8,nomatch,Medium,INCORRECT,8.209001499999431,1677154052.1129313,2023-02-23 17:37:32,1677154060.3219328,1.0798860999930184
32,3Item7,3,Item7,match,Medium,INCORRECT,21.75170869998692,1677154060.343958,2023-02-23 17:37:40,1677154082.0956666,1.0798860999930184
33,3Item9,3,Item9,nomatch,Medium,INCORRECT,30.93456549999246,1677154082.1226232,2023-02-23 17:38:02,1677154113.0571887,1.0798860999930184
34,3Item17,3,Item17,match,Difficult,CORRECT,5.225832800002536,1677154113.078596,2023-02-23 17:38:33,1677154118.3044288,1.0798860999930184
35,3Item19,3,Item19,nomatch,Difficult,INCORRECT,4.281910200006678,1677154118.3206189,2023-02-23 17:38:38,1677154122.602529,1.0798860999930184
36,3Item11,3,Item11,match,Medium,CORRECT,2.9510175000032177,1677154122.624575,2023-02-23 17:38:42,1677154125.5755925,1.0798860999930184
37,3Item4,3,Item4,match,Easy,INCORRECT,3.0,1677154125.5755925,2023-02-23 07:08:45,1677154128.5755925,1.0798860999930184
